,Skill,Domain,Sub-Domain
40144,Robotics,physical-science-and-engineering,electrical-engineering
40145,Electromechanical Systems,physical-science-and-engineering,electrical-engineering
40150,Motion Detector,physical-science-and-engineering,electrical-engineering
40151,Touchscreens,physical-science-and-engineering,electrical-engineering
40152,Measurement,physical-science-and-engineering,electrical-engineering
40154,Alarms,physical-science-and-engineering,electrical-engineering
40157,Manometers,physical-science-and-engineering,electrical-engineering
40160,Housing,physical-science-and-engineering,electrical-engineering
40162,Calibration,physical-science-and-engineering,electrical-engineering
40164,Process Control,physical-science-and-engineering,electrical-engineering
40165,Linearization,physical-science-and-engineering,electrical-engineering
40167,Manufacturing Process Management,physical-science-and-engineering,electrical-engineering
40169,Sustainability,physical-science-and-engineering,electrical-engineering
40170,Electric Power Transmission,physical-science-and-engineering,electrical-engineering
40171,Smart Grid,physical-science-and-engineering,electrical-engineering
40172,Renewable Energy,physical-science-and-engineering,electrical-engineering
40173,Sustainable Energy,physical-science-and-engineering,electrical-engineering
40177,Electrical Power Generation,physical-science-and-engineering,electrical-engineering
40178,Generation,physical-science-and-engineering,electrical-engineering
40179,Energy Efficiency,physical-science-and-engineering,electrical-engineering
40181,Safety,physical-science-and-engineering,electrical-engineering
40182,Natural Gas,physical-science-and-engineering,electrical-engineering
40183,Safety Engineering,physical-science-and-engineering,electrical-engineering
40184,Utility,physical-science-and-engineering,electrical-engineering
40185,Chaining,physical-science-and-engineering,electrical-engineering
40186,Supply Chain,physical-science-and-engineering,electrical-engineering
40187,Oil,physical-science-and-engineering,electrical-engineering
40189,Hazard,physical-science-and-engineering,electrical-engineering
40190,Safety Hazard,physical-science-and-engineering,electrical-engineering
40191,About Safety,physical-science-and-engineering,electrical-engineering
40192,Electrical Safety,physical-science-and-engineering,electrical-engineering
40194,Safety Equipment,physical-science-and-engineering,electrical-engineering
40196,Hazards,physical-science-and-engineering,electrical-engineering
40197,Fire Safety,physical-science-and-engineering,electrical-engineering
40199,Energy Consumption,physical-science-and-engineering,electrical-engineering
40200,Embodied Energy,physical-science-and-engineering,electrical-engineering
40205,Energy Systems,physical-science-and-engineering,electrical-engineering
40206,Energy Industry,physical-science-and-engineering,electrical-engineering
40207,Energy Supply,physical-science-and-engineering,electrical-engineering
40209,Hardware Description Language,physical-science-and-engineering,electrical-engineering
40210,Architecture,physical-science-and-engineering,electrical-engineering
40212,Digital Design,physical-science-and-engineering,electrical-engineering
40213,Static Timing Analysis,physical-science-and-engineering,electrical-engineering
40215,Verilog,physical-science-and-engineering,electrical-engineering
40216,Logic Gate,physical-science-and-engineering,electrical-engineering
40217,Schematic Design,physical-science-and-engineering,electrical-engineering
40218,Primality Tests,physical-science-and-engineering,electrical-engineering
40222,Combinatorics,physical-science-and-engineering,electrical-engineering
40223,Combinational Logic,physical-science-and-engineering,electrical-engineering
40224,Porting,physical-science-and-engineering,electrical-engineering
40225,Language,physical-science-and-engineering,electrical-engineering
40227,Test Bench,physical-science-and-engineering,electrical-engineering
40229,Library (Computing),physical-science-and-engineering,electrical-engineering
40230,Hardware Design,physical-science-and-engineering,electrical-engineering
40232,Systems Design,physical-science-and-engineering,electrical-engineering
40234,Logic Analyzers,physical-science-and-engineering,electrical-engineering
40235,Software Engineering,physical-science-and-engineering,electrical-engineering
40236,Verification And Validation,physical-science-and-engineering,electrical-engineering
40237,Software,physical-science-and-engineering,electrical-engineering
40238,Obsolescence,physical-science-and-engineering,electrical-engineering
